title,genre,rating,status,episodes,release year,description
Dororo,"['Anime', 'Hành động', 'Lịch sử', 'Giả tưởng', 'Phiêu lưu', 'Shounen', 'Demon']","['9.5', '3106']",Hoàn thành,24,2019,"Một vị lãnh chúa samurai đã hiến tế xác thịt của con trai vừa hạ sinh của mình cho Thập Nhị Quỷ để đổi lấy thịnh vượng và bá quyền cho lãnh thổ của ông. Tuy nhiên, đứa con trai tật nguyền bị ông vứt bỏ không chết đi mà sớm trưởng thành thành một thợ săn quỷ. Trên đường hành hiệp, chàng trai trẻ đã gặp được một đứa nhóc tên Dororo, người tự nhận là vua trộm cắp."
Fairy Gone,"['Anime', 'Hành động', 'Giả tưởng', 'Siêu nhiên', 'Demon']","['8.6', '303']",Hoàn thành,12,2019,"Yêu Tinh Binh, một thuật ngữ ám chỉ đến thứ vũ khí tối thượng của các phe phái, được sử dụng trong cuộc chiến thống nhất kéo dài dằng dẳng suốt 24 năm tại Eastald. Tuy nhiên chiến tranh rồi cũng kết thúc, các Yêu Tinh Binh dường như mất đi lẽ sống của mình, họ phân rãi khắp nơi, kẻ làm điều xấu, người sống lương thiện. Để ngăn chặn điều xấu nhất có thể xảy ra, chính phủ đã thành lập tổ chức Dorothea nhằm kiểm soát lấy các yêu tinh bất hợp pháp."
Concrete Revolutio: Choujin Gensou - The Last Song,"['Anime', 'Hành động', 'Viễn tưởng', 'Giả tưởng', 'Siêu nhiên', 'Bí ẩn', 'Demon', 'Siêu năng lực']","['7.2', '51']",Hoàn thành,11,2016,Phần kế tiếp và cũng là phần cuối cùng về chuỗi những câu chuyện của Kỉ Thần Hóa - nơi mà siêu nhân chung sống với loài người và Hội Siêu Nhân với tâm điểm là nhân vật Hitoyoshi Jiro
Manaria Friends,"['Anime', 'Hành động', 'Phiêu lưu', 'Siêu nhiên', 'Demon', 'Siêu năng lực']","['8.4', '234']",Hoàn thành,10,2019,Một con maid loli-con cơ bắp và nhỏ loli người nga cực đáng yêu sống chung mái nhà
Ao no Exorcist: Kyoto Fujouou-hen,"['Anime', 'Hành động', 'Giả tưởng', 'Siêu nhiên', 'Shounen', 'Demon']","['9.1', '427']",Hoàn thành,12,2017,SS2 của series Ao no Exorcist.
Beelzebub-jou no Okinimesu mama.,"['Anime', 'Hài hước', 'Siêu nhiên', 'Shounen', 'Demon']","['9.0', '953']",Hoàn thành,12,2018,"Beelzebub là một chúa tể vĩ đại, người cai trị hàng triệu ma quỷ. Mullin, người quyết định phục vụ quỷ chúa, biết rằng không chỉ Beelzebub thiếu tư chất của một quỷ vương, mà còn là một cô gái thoải mái thích những thứ lông tơ. Do đó, bắt đầu bộ phim hài sinh hoạt xoay quanh nhiều nhân vật phản diện trong thế giới quỷ"
Phantom in the Twilight,"['Anime', 'Hành động', 'Siêu nhiên', 'Demon']","['6.1', '650']",Hoàn thành,12,2018,"Đặt trong bối cảnh Luân Đôn ngày nay, câu chuyện diễn ra trong một thế giới mà ""Bóng tối"" được sinh ra từ nỗi sợ hãi và lo lắng của con người. Một cô gái trẻ đến học ở nước ngoài, bị bắt trong một vụ việc kỳ lạ khi cô vào đại học. Trong một thành phố không có người quen, cô gái bất lực lang thang vào ""Quán cà phê bị cấm"", một quán cà phê bí ẩn chỉ mở cửa lúc nửa đêm. Cô gặp các nhân viên làm việc tại quán cà phê, nơi những người bảo vệ ranh giới giữa con người và bóng tối triệu tập."
Beelzebub OVA,"['Anime', 'Hành động', 'Hài hước', 'Học đường', 'Siêu nhiên', 'Shounen', 'Demon']","['9.4', '244']",Hoàn thành,1,2011,"Nội dung chính: chắc ko cần phải giới thiệu lại, vì nội dung bám sát cốt truyện chính, chỉ khác là tua nhanh đến 1 số đoạn. Đây là bản OVA để giới thiệu Beelzebub, nhưng cũng ko kém phần hấp dẫn đâu nhé...^^"
Kakuriyo no Yadomeshi,"['Anime', 'Tình cảm', 'Hài hước', 'Viễn tưởng', 'Siêu nhiên', 'Demon', 'Shoujo']","['9.2', '1560']",Hoàn thành,26,2018,"Câu chuyện xoay quanh học sinh đại học Aoi, người có khả năng nhìn thấy các linh hồn được truyền lại bởi ông của cô. Aoi rất tự hào về khả năng nấu nướng của cô, và một ngày cô đang đang cho các linh hồn cây cỏ ăn thì cô bất ngờ được một vị thần và chủ của ""Tenshinya"" (Nhà Nghỉ Thiên Giới) bắt đi. Anh ta nói rằng do món nợ của ông cô ấy, cô ấy giờ phải trở thành vợ của anh ta. Aoi không thích thế và tuyên bố rằng mình sẽ trả hết món nợ của ông bằng cách làm việc tại Tenshinya."
Cardfight!! Vanguard,"['Anime', 'Hành động', 'Phiêu lưu', 'Shounen', 'Demon']","['7.3', '81']",Hoàn thành,65,2011,"Tại một nơi nhiều người chơi bài, nhà nhà chơi bài lại có một người chỉ thích xem bài mà chưa từng đấu bài. Rồi con đường đến với CardFight của cậu bắt đầu khi nhận ra mục tiêu của mình là được đấu với người bạn thưở nhỏ."
Tháng Tư Là Lời Nói Dối Của Em (Live Action),"['Anime', 'Live Action']","['6.4', '95']",Hoàn thành,1,2016,chắc chẳng cần phải nói gì về nội dung của bộ huyền thoại này muốn rõ thì xem phần chính :v
One Piece (Live Action),"['Hành động', 'Hài hước', 'Shounen', 'Phiêu lưu', 'Live Action']","['8.3', '57']",Hoàn thành,8,2023,"Câu chuyện xoay quanh cuộc hành trình phiêu lưu của cậu bé hải tặc trẻ tuổi Monkey D. Luffy cùng với nhóm bạn đa dạng của mình. Họ cùng nhau bắt đầu hành trình đầy mạo hiểm để săn lùng kho báu huyền thoại mang tên ""One Piece"", một kho báu vĩ đại được để lại bởi hải tặc huyền thoại Gold Roger. Luffy và đồng đội phải đối mặt với những khó khăn và thử thách khắc nghiệt trên biển cả, khám phá các vùng đất xa xôi và chiến đấu với các băng hải tặc ác độc khác đang cạnh tranh để tìm thấy ""One Piece"". Trong khi họ tiến gần hơn đến mục tiêu của mình, họ cũng phải đối mặt với sự truy đuổi của Hải quân, tổ chức quân đội chuyên trách diệt trừ hải tặc. Bằng sự đoàn kết và kỹ năng độc đáo của mỗi thành viên, nhóm hải tặc Mũ Rơm sẽ không ngừng tiến lên, vượt qua mọi khó khăn và nguy hiểm để thực hiện ước mơ của họ - trở thành Vua Hải Tặc. Dưới sự lãnh đạo của Luffy, họ sẽ phải đối mặt với cả những trận chiến oan trái và những môi trường nguy hiểm để tạo dựng danh tiếng và vị thế trong thế giới hải tặc đầy đấu tranh và thách thức."" Với các yếu tố phiêu lưu, hành động, và tinh thần đồng đội, bộ phim ""One Piece"" mang đến một thế giới tươi mới và kịch tính dựa trên tác phẩm manga cùng tên, với sự kỳ vọng đáng chờ đợi từ người hâm mộ."
Tokyo Ghoul S (Live Action 2019),"['Hành động', 'Viễn tưởng', 'Live Action']","['5.4', '24']",Hoàn thành,1,2019,N/A
Mình Muốn Ăn Tụy Của Cậu,"['Anime', 'Live Action']","['8.2', '158']",Hoàn thành,1,2018,"Tôi (Takumi Kitamura) là học sinh cao trung. Tôi tình cờ nhặt được quyển nhật ký của cô bạn cùng lớp Sakura Yamauchi, hé lộ ra rằng bạn ấy đang mắt phải một căn bệnh về tuyến tụy. Tôi dành nhiều thời gian của mình cho Sakura, nhưng cuối cùng, cô ấy vẫn chết.

12 năm sau, theo tâm nguyện của Sakura, tôi (Shun Oguri) giờ là giáo viên của trường cao trung nơi tôi từng theo học. Khi trò chuyện cùng một cậu học sinh, tôi nhớ lại khoảng thời gian vài tháng bên cạnh Sakura. Cùng lúc đó, Kyoko (Keiko Kitagawa), bạn thân của Sakura, chuẩn bị kết hôn. Kyoko cũng nhớ về quãng thời gian tôi, cô ấy và Sakura bên nhau."
Boku wa Tomodachi ga Sukunai [Live Action],['Live Action'],"['3.5', '281']",Hoàn thành,1,2014,Live Action dựa trên series Light Novel/Manga/Anime cùng tên.
Thị trấn nơi chỉ mình tôi lưu lạc,['Live Action'],"['6.4', '227']",Hoàn thành,12,2017,"Fujunuma Satoru có một năng lực đặc biệt mang tên ""khứ hồi"". Năng lực này cho phép Satoru quay ngược thời gian trở về thời điểm trước khi một sự việc tồi tệ xảy ra, anh ấy sẽ quay ngược thời gian liên tục cho đến khi sự việc đó được ngăn chặn hoàn toàn."
Saiki Kusuo No Sainan Live Action,['Live Action'],"['5.0', '215']",Hoàn thành,1,2018,"The Disastrous Life of Saiki K (Cuộc Sống Khắc Nghiệt Của Saiki Kusuo: Live-Action): xoay quanh nhân vật trung tâm là anh chàng học sinh cấp ba Saiki Kusuo (Yamazaki Kento). Saiki không chỉ có gu thời trang kỳ lạ với sự kết hợp chói loá giữa kính xanh và tóc hồng, mà còn sở hữu siêu năng lực thoạt nghe đã thấy vô cùng hư cấu như thần giao cách cảm, đọc thấu suy nghĩ, bẻ cong đồ vật, dịch chuyển tức thời…"
AJIN: DEMI-HUMAN,['Live Action'],"['8.8', '51']",Hoàn thành,1,2017,"Nagai Kei chết trong một tai nạn xe hơi, nhưng cơ thể của anh tự chữa lành và anh được tái sinh. Kể từ tai nạn, Kei biết được rằng anh thuộc nhóm bất tử được biết đến với cái tên Ajin (Á nhân). Ajin được coi là mối nguy hiểm đối với con người. Kei là một Ajin được tìm thấy bởi chính phủ và được gửi đến một viên nghiên cứu, ở đó anh bị tạm giam và trải qua những thí nghiệm đau đớn. Sato cũng là một Ajin và là một kẻ khủng bố, ông là người duy nhất mở rộng vòng tay để giúp đỡ Kei, nhưng Kei không thể tham gia vào kế hoạch của Sato nhằm tổ chức một cuộc tàn sát hàng loạt nhắm vào con người."
Kakegurui  Live Action,"['Anime', 'Học đường', 'Shounen', 'Bí ẩn', 'Drama', 'Live Action']","['8.2', '92']",Đang tiến hành,9,2018,Kakegurui  Live Action
Fullmetal Alchemist Live Action,"['Anime', 'Live Action']","['6.0', '31']",Hoàn thành,1,2018,"Được chuyển thể từ Manga và Anime nổi tiếng cùng tên, Giả Kim Thuật Sư lấy bối cảnh về một thế giới nơi thuật giả kim là một môn khoa học có ảnh hưởng tới mọi mặt của đời sống. Câu chuyện xoay quanh hai nhân vật chính là Edward và Alphonse Elric. Trong nỗ lực để hồi sinh thể xác của người em trai Al đáng thương, Ed đã phạm vào điều cấm kị của giả kim thuật là biến đổi con người. Bản chất của giả kim là ""trao đổi đồng giá"", và cái giá mà hai anh em phải trả là một cánh tay, một chân và cả cơ thể của Al. Họ bắt đầu lên đường tìm kiếm ""Hòn Đá Vạn Năng"", thứ vật chất huyền thoại để hồi phục cơ thể, và trên con đường đó, họ dần khám phá ra những ""sự thật"" về chiến tranh, về con người và về một âm mưu kinh dị khác.."
ReLife Live Action,['Live Action'],"['7.1', '77']",Hoàn thành,4,2018,ReLife Live Action
Gantz (Live Action),"['Anime', 'Live Action']","['3.5', '30']",Hoàn thành,1,2004,"Gantz được chuyển thể từ manga cùng tên của tác giả Hiroya Oku với số lượng bán ra rất lớn. Đặc biệt tập 27 của bộ truyện đã bán được 10 triệu bản.Kei Kurono (Kazunari Ninomiya) cùng người bạn thời thơ ấu Masaru Kato (Kenichi Matsuyama) nhảy xuống đường ray tàu điện để giúp một người đàn ông say rượu bị ngã. Nhưng sự tốt bụng của Kei và Masuru cũng khiến hai người bỏ mạng dưới đường tàu... Khoảnh khắc ngay sau đó, Kei và Masaru thấy mình đang đứng trong một căn phòng lạ với một quả cầu khổng lồ màu đen bí ẩn. Khối cầu to lớn, bí ẩn đó chính là ""GANTZ"". GANTZ tập hợp mọi người lại trong căn phòng này để thực hiện nhiệm vụ tiêu diệt người ngoài trái đất. Họ được trang bị vũ khí để chiến đấu, nếu giành chiến thắng họ sẽ được tích điểm, khi số điểm đạt 100 họ có thể trở về cuộc sống bình thường hoặc cứu sống những người khác, còn nếu thất bại họ sẽ mãi mãi biến mất khỏi cuộc sống."
Kiseiju Ký Sinh Trùng ,['Live Action'],"['6.2', '67']",Hoàn thành,2,2014,"Truyện kể về những ký sinh vật từ ngoài trái đất lặng lẽ xâm nhập ký sinh trên cơ thể con người và vì một lí do gì đó mà chúng….thích ăn thịt người để sống hơn là các loài vật khác. – Chúng xâm nhập vào bộ não và chiếm lấy quyền điều khiển cơ thể. Khi đã chiếm được cơ thể vật chủ, chúng có thể thành bất kì hình dạng nào mà chúng muốn: quái vật với hàm răng khổng lồ hay cả những con quỷ có cánh…Nhưng hầu hết bọn chúng đều có được sự lựa chọn thông minh là ẩn nấp đằng sau hình dạng và bộ mặt con người. Do vậy không ai biết được bí mật của bọn chúng ngoại trù một người… – Một học sinh cấp 3 (Shinichi Izumi) đã thành công trong việc ngăn ký sinh vật xâm chiếm bộ não của mình nhưng cậu lại bị ký sinh trên cánh tay phải , để tồn tại ký sinh vật trên tay cậu (Migi-do Shinichi đặt tên) đã trở thành đồng minh ko thể thiếu của Shinji trong cuộc chiến chống lại các ký sinh vật khác để bảo vệ loài người. Cuộc chiến giữa ký sinh vật và con người đã gây ra nhiều đau thương, mất mát nhưng đem lại ý nghĩa nhân văn sâu sắc. Diễn viên Shota Sometani – Shinichi Izumi Ai Hashimoto – Satomi Murano Sadao Abe – Migi Eri Fukatsu – Teacher Ryoko Tamiya Masahiro Higashide – Hideo Shimada (học sinh chuyển trường bí ẩn) Nao Omori – Kuramori (phóng viên tự do) Pierre Taki – Miki Hirofumi Arai – Uragami (tên cuồng sát) Kazuki Kitamura – Takeshi Hirokawa (ứng cử viên thị trưởng) Tadanobu Asano – Goto Kimiko Yo – Nobuko Izumi (mẹ của Shinichi Izumi) Jun Kunimura – Detective Hirama"
Gintama: Mitsuba hen,['Live Action'],"['7.7', '41']",Hoàn thành,3,2017,"Mô tả âm mưu, tình yêu và tình bạn xung quanh Mitsuba Okita (Kie Kitano), em trai cô Sogo Okita (Ryo Yoshizawa), Toshiro Hijikata (Yuya Yagira) và hôn phu của Mitsuba."
Another (Live Action),['Live Action'],"['3.2', '49']",Hoàn thành,1,2012,Phiên bản chuyển thể người thật của Phim Another
Yamada kun to Nananin no Majo (Live Action),"['Anime', 'Live Action']","['3.3', '124']",Hoàn thành,8,2013,"Chuyển thể từ manga củng tên: Yamada-kun to Nananin no Majo Yamada Ryuu là học sinh năm 2 tại trường cấp 3 Suzaku. Cậu ta là một kẻ chuyên đi trễ về sớm, ngủ gật trong lớp và điểm số dĩ nhiên là bê bết. Cậu ta cảm thấy đời chán như con gián. Shiraishi Urara, ngược lại, là học sinh sáng giá nhất khối, thông minh lẫn xinh đẹp đủ cả. Rồi một hôm, một chuyện kì lạ đã xảy ra và hai con người này đã bị hoán đổi thân xác cho nhau! Xem để biết thêm chi tiết!"
Bartender Live Action,['Live Action'],"['3.9', '11']",Hoàn thành,8,2011,"Ryu Sasakura (Masaki Aiba) là một thiên tài về pha chế rượu, đã từng giành chiến thắng trong cuộc thi cocktail tại châu Âu.Bị sa thải,trong lúc chán chường anh đã quay về quê hương Nhật Bản. Anh tìm được việc ở Tokyo và gặp Miwa Kurushima-người đang đi tìm kiếm một bartender thực thụ.Ryu Sasakura vào làm việc tại Bar Lapin.Với vai trò là một bartender,anh có thể lắng nghe những vấn đề của khách hàng và giúp họ giảm bớt lo lắng bằng những ly cocktail đặc biệt của mình…​"
